time,env_condition,Electric UV light,PM Sensor,Motion Detect,Air Q sensor,temperature,humidity,CO reading
6:14:00 am,var temp & humid,On,0.006840238,Off,0.018,27,78.3,0.004
8:38:00 am,cold & wet,Off,0.004814621,Off,0.012,19.6,75.9,0.003
11:02:00 am,warm & dry,Off,0.007732792,Off,0.021,22.5,51.2,0.005
1:26:00 pm,var temp & humid,On,0.006954528,Off,0.018,27,78.1,0.004
3:50:00 pm,warm & dry,Off,0.007749028,Off,0.021,22.5,51.2,0.005
6:14:00 pm,warm & dry,Off,0.007762034,Off,0.021,22.5,51.1,0.005
8:38:00 pm,var temp & humid,On,0.006853542,Off,0.018,27,78.1,0.004
11:02:00 pm,warm & dry,Off,0.007775119,Off,0.021,22.5,51.2,0.005
1:26:00 am,cold & wet,Off,0.004991855,Off,0.013,19.6,75.8,0.003
3:50:00 am,warm & dry,Off,0.007744104,Off,0.021,22.5,51.2,0.005
6:14:00 am,var temp & humid,On,0.006943189,Off,0.018,26.9,78,0.004
8:38:00 am,warm & dry,Off,0.007747396,Off,0.021,22.5,51.1,0.005
11:02:00 am,cold & wet,Off,0.004991855,Off,0.013,19.6,75.8,0.003
1:26:00 pm,warm & dry,Off,0.00777348,Off,0.021,22.5,51.1,0.005
3:50:00 pm,cold & wet,Off,0.004872844,Off,0.013,19.6,76,0.003
6:14:00 pm,var temp & humid,On,0.006884782,Off,0.018,27,77.9,0.004
8:38:00 pm,warm & dry,Off,0.007750661,Off,0.021,22.5,51.1,0.005
11:02:00 pm,cold & wet,Off,0.004872844,Off,0.013,19.6,75.8,0.003
1:26:00 am,warm & dry,Off,0.00777348,Off,0.021,22.5,51.1,0.005
3:50:00 am,var temp & humid,On,0.006943189,Off,0.018,27,78,0.004
6:14:00 am,cold & wet,Off,0.004931918,Off,0.013,19.6,76,0.003
8:38:00 am,warm & dry,Off,0.007755548,Off,0.021,22.5,51.1,0.005
11:02:00 am,var temp & humid,On,0.006840238,Off,0.018,26.9,78.1,0.004
1:26:00 pm,warm & dry,Off,0.007740884,Off,0.021,22.5,51.1,0.005
3:50:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.6,75.8,0.003
6:14:00 pm,warm & dry,Off,0.007750708,Off,0.021,22.5,51.1,0.005
8:38:00 pm,warm & dry,Off,0.007765305,Off,0.021,22.5,51.1,0.005
11:02:00 pm,cold & wet,Off,0.004931918,Off,0.013,19.6,75.8,0.003
1:26:00 am,var temp & humid,On,0.006963631,Off,0.018,27,78.2,0.004
3:50:00 am,warm & dry,Off,0.007775119,Off,0.021,22.5,51.1,0.005
6:14:00 am,warm & dry,Off,0.00777348,Off,0.021,22.5,51.1,0.005
8:38:00 am,cold & wet,Off,0.004931918,Off,0.013,19.6,75.8,0.003
11:02:00 am,var temp & humid,On,0.006952255,Off,0.018,27,78.3,0.004
1:26:00 pm,warm & dry,Off,0.00777348,Off,0.021,22.5,51.1,0.005
3:50:00 pm,var temp & humid,On,0.007346031,Off,0.02,27,78.3,0.005
6:14:00 pm,cold & wet,Off,0.004872844,Off,0.013,19.6,76,0.003
8:38:00 pm,warm & dry,Off,0.007758775,Off,0.021,22.5,51.1,0.005
11:02:00 pm,var temp & humid,On,0.00690707,Off,0.018,27,78.2,0.004
1:26:00 am,warm & dry,Off,0.007762034,Off,0.021,22.5,51.1,0.005
3:50:00 am,cold & wet,Off,0.004892723,Off,0.013,19.6,75.8,0.003
6:14:00 am,warm & dry,Off,0.007776847,Off,0.021,22.5,51.2,0.005
8:38:00 am,var temp & humid,On,0.00690707,Off,0.018,26.9,78,0.004
11:02:00 am,warm & dry,Off,0.007776758,Off,0.021,22.5,51.2,0.005
1:26:00 pm,cold & wet,Off,0.004872844,Off,0.013,19.6,75.8,0.003
3:50:00 pm,var temp & humid,On,0.007023337,Off,0.019,27,77.9,0.004
6:14:00 pm,warm & dry,Off,0.007732792,Off,0.021,22.5,51.2,0.005
8:38:00 pm,warm & dry,Off,0.00778995,Off,0.021,22.5,51.2,0.005
11:02:00 pm,cold & wet,Off,0.004872844,Off,0.013,19.6,75.8,0.003
1:26:00 am,var temp & humid,On,0.006893641,Off,0.018,27,77.8,0.004
3:50:00 am,warm & dry,Off,0.007758775,Off,0.021,22.5,51.1,0.005
6:14:00 am,warm & dry,Off,0.007753915,Off,0.021,22.5,51.1,0.005
8:38:00 am,var temp & humid,On,0.006796302,Off,0.018,26.9,77.7,0.004
11:02:00 am,cold & wet,Off,0.004991855,Off,0.013,19.6,75.8,0.003
1:26:00 pm,warm & dry,Off,0.007755507,Off,0.021,22.5,51.1,0.005
3:50:00 pm,var temp & humid,On,0.006880243,Off,0.018,27,77.9,0.004
6:14:00 pm,cold & wet,Off,0.00497207,Off,0.013,19.6,75.8,0.003
8:38:00 pm,warm & dry,Off,0.007740926,Off,0.021,22.5,51.1,0.005
11:02:00 pm,warm & dry,Off,0.00777348,Off,0.021,22.5,51.1,0.005
1:26:00 am,var temp & humid,On,0.006840238,Off,0.018,26.9,77.8,0.004
3:50:00 am,cold & wet,Off,0.004872844,Off,0.013,19.7,75.8,0.003
6:14:00 am,warm & dry,Off,0.00777348,Off,0.021,22.5,51.1,0.005
8:38:00 am,var temp & humid,On,0.00690707,Off,0.018,27,77.9,0.004
11:02:00 am,warm & dry,Off,0.007747396,Off,0.021,22.5,51.1,0.005
1:26:00 pm,cold & wet,Off,0.005094012,Off,0.013,19.6,75.7,0.003
3:50:00 pm,warm & dry,Off,0.007765305,Off,0.021,22.5,51.1,0.005
6:14:00 pm,cold & wet,Off,0.004931918,Off,0.013,6.8,63,0.003
8:38:00 pm,warm & dry,Off,0.007745765,Off,0.021,22.5,51.1,0.005
11:02:00 pm,var temp & humid,On,0.006880243,Off,0.018,27,77.9,0.004
1:26:00 am,cold & wet,Off,0.004991855,Off,0.013,19.6,75.8,0.003
3:50:00 am,warm & dry,Off,0.007758775,Off,0.021,22.5,51.1,0.005
6:14:00 am,cold & wet,Off,0.004872844,Off,0.013,19.6,76,0.003
8:38:00 am,warm & dry,Off,0.007765305,Off,0.021,22.5,51.1,0.005
11:02:00 am,cold & wet,Off,0.004814621,Off,0.012,19.6,75.9,0.003
1:26:00 pm,warm & dry,Off,0.00777348,Off,0.021,22.5,51.1,0.005
3:50:00 pm,warm & dry,Off,0.007757182,Off,0.021,22.5,51.1,0.005
6:14:00 pm,var temp & humid,On,0.00690707,Off,0.018,27,77.7,0.004
8:38:00 pm,cold & wet,Off,0.004931918,Off,0.013,19.6,76,0.003
11:02:00 pm,warm & dry,Off,0.007749028,Off,0.021,22.5,51.1,0.005
1:26:00 am,var temp & humid,On,0.00690707,Off,0.018,27,77.7,0.004
3:50:00 am,cold & wet,Off,0.004931918,Off,0.013,19.6,76,0.003
6:14:00 am,warm & dry,Off,0.007744199,Off,0.021,22.5,51.1,0.005
8:38:00 am,var temp & humid,On,0.00690707,Off,0.018,27,77.7,0.004
11:02:00 am,warm & dry,Off,0.007763669,Off,0.021,22.5,51.1,0.005
1:26:00 pm,var temp & humid,On,0.006916078,Off,0.018,27,77.7,0.004
3:50:00 pm,warm & dry,Off,0.007757182,Off,0.021,22.5,51.1,0.005
6:14:00 pm,warm & dry,Off,0.007740884,Off,0.021,22.5,51.1,0.005
8:38:00 pm,cold & wet,Off,0.004991855,Off,0.013,19.6,75.9,0.003
11:02:00 pm,var temp & humid,On,0.006831423,Off,0.018,27,77.7,0.004
1:26:00 am,warm & dry,Off,0.007758775,Off,0.021,22.5,51.1,0.005
3:50:00 am,cold & wet,Off,0.004872844,Off,0.013,19.6,75.9,0.003
6:14:00 am,var temp & humid,On,0.006956802,Off,0.018,27,77.7,0.004
8:38:00 am,warm & dry,Off,0.007762034,Off,0.021,22.5,51.1,0.005
11:02:00 am,cold & wet,Off,0.004931918,Off,0.013,19.7,76,0.003
1:26:00 pm,warm & dry,Off,0.007758817,Off,0.021,22.5,51.1,0.005
3:50:00 pm,cold & wet,Off,0.004872844,Off,0.013,19.6,76.3,0.003
6:14:00 pm,warm & dry,Off,0.007763669,Off,0.021,22.5,51.1,0.005
8:38:00 pm,var temp & humid,On,0.00702801,Off,0.019,27,77.6,0.004
11:02:00 pm,warm & dry,Off,0.007726342,Off,0.021,22.5,51.1,0.005
1:26:00 am,cold & wet,Off,0.004872844,Off,0.013,19.7,76.1,0.003
3:50:00 am,warm & dry,Off,0.007719834,Off,0.021,22.5,51.1,0.005
6:14:00 am,var temp & humid,On,0.006893641,Off,0.018,27,77.6,0.004
8:38:00 am,cold & wet,Off,0.004872844,Off,0.013,19.6,76,0.003
11:02:00 am,warm & dry,Off,0.007763669,Off,0.021,22.6,51.1,0.005
1:26:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
3:50:00 pm,warm & dry,Off,0.007742515,Off,0.021,22.6,51.1,0.005
6:14:00 pm,var temp & humid,On,0.006943189,Off,0.018,27,77.6,0.004
8:38:00 pm,warm & dry,Off,0.007721521,Off,0.021,22.6,51.1,0.005
11:02:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.6,76.1,0.003
1:26:00 am,var temp & humid,On,0.006954528,Off,0.018,26.9,77.6,0.004
3:50:00 am,warm & dry,Off,0.007766942,Off,0.021,22.5,51.1,0.005
6:14:00 am,warm & dry,Off,0.007766942,Off,0.021,22.5,51,0.005
8:38:00 am,cold & wet,Off,0.004814621,Off,0.012,19.6,76.1,0.003
11:02:00 am,var temp & humid,On,0.006963631,Off,0.018,27,77.7,0.004
1:26:00 pm,warm & dry,Off,0.007766942,Off,0.021,22.5,51,0.005
3:50:00 pm,var temp & humid,On,0.006916078,Off,0.018,27,77.7,0.004
6:14:00 pm,warm & dry,Off,0.007740932,Off,0.021,22.6,51.1,0.005
8:38:00 pm,cold & wet,Off,0.004931918,Off,0.013,19.7,76.2,0.003
11:02:00 pm,warm & dry,Off,0.007758775,Off,0.021,22.5,51.1,0.005
1:26:00 am,var temp & humid,On,0.006991084,Off,0.019,27,78,0.004
3:50:00 am,warm & dry,Off,0.007745765,Off,0.021,22.5,51.1,0.005
6:14:00 am,var temp & humid,On,0.006954528,Off,0.018,27,78,0.004
8:38:00 am,warm & dry,Off,0.00777348,Off,0.021,22.5,51.1,0.005
11:02:00 am,cold & wet,Off,0.004991855,Off,0.013,19.7,76.1,0.003
1:26:00 pm,warm & dry,Off,0.007763735,Off,0.021,22.6,51.1,0.005
3:50:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
6:14:00 pm,warm & dry,Off,0.007755548,Off,0.021,22.6,51.1,0.005
8:38:00 pm,var temp & humid,On,0.00690707,Off,0.018,27,77.9,0.004
11:02:00 pm,cold & wet,Off,0.004872844,Off,0.013,19.6,76,0.003
1:26:00 am,warm & dry,Off,0.007765305,Off,0.021,22.5,51.1,0.005
3:50:00 am,var temp & humid,On,0.006840238,Off,0.018,27,77.9,0.004
6:14:00 am,warm & dry,Off,0.007765305,Off,0.021,22.6,51.1,0.005
8:38:00 am,cold & wet,Off,0.004872844,Off,0.013,19.7,76.2,0.003
11:02:00 am,warm & dry,Off,0.007737666,Off,0.021,22.6,51.1,0.005
1:26:00 pm,var temp & humid,On,0.006831423,Off,0.018,27,77.8,0.004
3:50:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.3,0.003
6:14:00 pm,warm & dry,Off,0.007755548,Off,0.021,22.6,51.1,0.005
8:38:00 pm,var temp & humid,On,0.006866877,Off,0.018,27,77.8,0.004
11:02:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
1:26:00 am,warm & dry,Off,0.007781689,Off,0.021,22.6,51.1,0.005
3:50:00 am,var temp & humid,On,0.006952255,Off,0.018,27,77.8,0.004
6:14:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
8:38:00 am,warm & dry,Off,0.007740884,Off,0.021,22.6,51.1,0.005
11:02:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.3,0.003
1:26:00 pm,warm & dry,Off,0.007776758,Off,0.021,22.5,51,0.005
3:50:00 pm,warm & dry,Off,0.007768567,Off,0.021,22.6,51.1,0.005
6:14:00 pm,cold & wet,Off,0.004872844,Off,0.013,19.6,76.2,0.003
8:38:00 pm,warm & dry,Off,0.007749028,Off,0.021,22.6,51.1,0.005
11:02:00 pm,cold & wet,Off,0.004872844,Off,0.013,19.6,76.5,0.003
1:26:00 am,warm & dry,Off,0.007758775,Off,0.021,22.6,51.1,0.005
3:50:00 am,var temp & humid,On,0.00690707,Off,0.018,27,77.6,0.004
6:14:00 am,warm & dry,Off,0.007757141,Off,0.021,22.6,51.1,0.005
8:38:00 am,var temp & humid,On,0.00690707,Off,0.018,27,77.6,0.004
11:02:00 am,warm & dry,Off,0.007723084,Off,0.021,22.6,51.1,0.005
1:26:00 pm,var temp & humid,On,0.006954528,Off,0.018,27,77.6,0.004
3:50:00 pm,warm & dry,Off,0.007739296,Off,0.021,22.6,51.1,0.005
6:14:00 pm,cold & wet,Off,0.004931918,Off,0.013,19.7,76.1,0.003
8:38:00 pm,warm & dry,Off,0.007757141,Off,0.021,22.6,51.1,0.005
11:02:00 pm,var temp & humid,On,0.006840238,Off,0.018,27,77.6,0.004
1:26:00 am,cold & wet,Off,0.004931918,Off,0.013,19.7,76.1,0.003
3:50:00 am,warm & dry,Off,0.007762034,Off,0.021,22.6,51.1,0.005
6:14:00 am,var temp & humid,On,0.006840238,Off,0.018,27,77.6,0.004
8:38:00 am,warm & dry,Off,0.007755507,Off,0.021,22.6,51.1,0.005
11:02:00 am,cold & wet,Off,0.004834214,Off,0.012,19.7,76,0.003
1:26:00 pm,var temp & humid,On,0.006943189,Off,0.018,26.9,77.6,0.004
3:50:00 pm,warm & dry,Off,0.007737666,Off,0.021,22.6,51.1,0.005
6:14:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
8:38:00 pm,warm & dry,Off,0.007732839,Off,0.021,22.6,51.1,0.005
11:02:00 pm,var temp & humid,On,0.006934138,Off,0.018,27,77.7,0.004
1:26:00 am,warm & dry,Off,0.00772309,Off,0.021,22.6,51.1,0.005
3:50:00 am,cold & wet,Off,0.004872844,Off,0.013,19.7,76,0.003
6:14:00 am,var temp & humid,On,0.00707455,Off,0.019,27,77.7,0.004
8:38:00 am,warm & dry,Off,0.007739296,Off,0.021,22.6,51.1,0.005
11:02:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76,0.003
1:26:00 pm,warm & dry,Off,0.007763669,Off,0.021,22.6,51.1,0.005
3:50:00 pm,var temp & humid,On,0.00690707,Off,0.018,26.9,77.7,0.004
6:14:00 pm,warm & dry,Off,0.007742515,Off,0.021,22.5,51.1,0.005
8:38:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76,0.003
11:02:00 pm,var temp & humid,On,0.006916078,Off,0.018,26.9,78,0.004
1:26:00 am,warm & dry,Off,0.007739302,Off,0.021,22.6,51.1,0.005
3:50:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
6:14:00 am,var temp & humid,On,0.006952255,Off,0.018,27,77.9,0.004
8:38:00 am,warm & dry,Off,0.007740884,Off,0.021,22.6,51.2,0.005
11:02:00 am,warm & dry,Off,0.007739296,Off,0.021,22.6,51.1,0.005
1:26:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
3:50:00 pm,var temp & humid,On,0.007023337,Off,0.019,26.9,77.9,0.004
6:14:00 pm,warm & dry,Off,0.007753915,Off,0.021,22.6,51.1,0.005
8:38:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
11:02:00 pm,warm & dry,Off,0.007766942,Off,0.021,22.6,51.1,0.005
1:26:00 am,var temp & humid,On,0.006963631,Off,0.018,26.9,77.8,0.004
3:50:00 am,warm & dry,Off,0.00776041,Off,0.021,22.5,51.1,0.005
6:14:00 am,cold & wet,Off,0.004931918,Off,0.013,19.7,76.2,0.003
8:38:00 am,warm & dry,Off,0.007745765,Off,0.021,22.6,51.1,0.005
11:02:00 am,var temp & humid,On,0.006981918,Off,0.019,26.9,77.7,0.004
1:26:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
3:50:00 pm,warm & dry,Off,0.007747396,Off,0.021,22.5,51.1,0.005
6:14:00 pm,warm & dry,Off,0.007753915,Off,0.021,22.6,51.1,0.005
8:38:00 pm,cold & wet,Off,0.004834214,Off,0.012,19.7,76.2,0.003
11:02:00 pm,var temp & humid,On,0.006952255,Off,0.018,27,77.8,0.004
1:26:00 am,warm & dry,Off,0.007766942,Off,0.021,22.6,51.1,0.005
3:50:00 am,var temp & humid,On,0.00713117,Off,0.019,26.9,77.7,0.004
6:14:00 am,warm & dry,Off,0.007736055,Off,0.021,22.6,51.1,0.005
8:38:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
11:02:00 am,warm & dry,Off,0.007762034,Off,0.021,22.6,51.1,0.005
1:26:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
3:50:00 pm,warm & dry,Off,0.007739255,Off,0.021,22.6,51.2,0.005
6:14:00 pm,var temp & humid,On,0.006954528,Off,0.018,26.9,77.7,0.004
8:38:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
11:02:00 pm,warm & dry,Off,0.007739255,Off,0.021,22.5,51.1,0.005
1:26:00 am,var temp & humid,On,0.00690707,Off,0.018,26.9,77.6,0.004
3:50:00 am,warm & dry,Off,0.00772309,Off,0.021,22.6,51.2,0.005
6:14:00 am,cold & wet,Off,0.004872844,Off,0.013,19.7,76.2,0.003
8:38:00 am,var temp & humid,On,0.007147797,Off,0.019,27,77.7,0.005
11:02:00 am,warm & dry,Off,0.007770293,Off,0.021,22.6,51.2,0.005
1:26:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
3:50:00 pm,warm & dry,Off,0.007755507,Off,0.021,22.6,51.2,0.005
6:14:00 pm,var temp & humid,On,0.007023337,Off,0.019,26.9,77.7,0.004
8:38:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
11:02:00 pm,warm & dry,Off,0.007739255,Off,0.021,22.6,51.1,0.005
1:26:00 am,var temp & humid,On,0.007079184,Off,0.019,27,77.8,0.004
3:50:00 am,warm & dry,Off,0.007732751,Off,0.021,22.6,51.2,0.005
6:14:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
8:38:00 am,warm & dry,Off,0.007765305,Off,0.021,22.6,51.2,0.005
11:02:00 am,var temp & humid,On,0.007171948,Off,0.019,26.9,77.8,0.005
1:26:00 pm,warm & dry,Off,0.007753939,Off,0.021,22.6,51.2,0.005
3:50:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
6:14:00 pm,warm & dry,Off,0.007755548,Off,0.021,22.6,51.2,0.005
8:38:00 pm,warm & dry,Off,0.007765305,Off,0.021,22.6,51.1,0.005
11:02:00 pm,warm & dry,Off,0.007723043,Off,0.021,22.6,51.2,0.005
1:26:00 am,cold & wet,Off,0.004872844,Off,0.013,19.7,76.2,0.003
3:50:00 am,var temp & humid,On,0.00690707,Off,0.018,26.9,78,0.004
6:14:00 am,warm & dry,Off,0.007758775,Off,0.021,22.6,51.2,0.005
8:38:00 am,var temp & humid,On,0.007060629,Off,0.019,27,78.4,0.004
11:02:00 am,warm & dry,Off,0.007745765,Off,0.021,22.6,51.1,0.005
1:26:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
3:50:00 pm,var temp & humid,On,0.007009577,Off,0.019,27,78.4,0.004
6:14:00 pm,warm & dry,Off,0.00777348,Off,0.021,22.6,51.2,0.005
8:38:00 pm,warm & dry,Off,0.00771502,Off,0.021,22.6,51.1,0.005
11:02:00 pm,cold & wet,Off,0.004931918,Off,0.013,19.7,76.2,0.003
1:26:00 am,var temp & humid,On,0.006945459,Off,0.018,26.9,78.2,0.004
3:50:00 am,warm & dry,Off,0.007742562,Off,0.021,22.6,51.1,0.005
6:14:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
8:38:00 am,var temp & humid,On,0.006963631,Off,0.018,26.9,78.3,0.004
11:02:00 am,warm & dry,Off,0.007719834,Off,0.021,22.6,51.2,0.005
1:26:00 pm,warm & dry,Off,0.007749028,Off,0.021,22.6,51.1,0.005
3:50:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
6:14:00 pm,var temp & humid,On,0.007023337,Off,0.019,26.9,78.5,0.004
8:38:00 pm,warm & dry,Off,0.007755507,Off,0.021,22.6,51.1,0.005
11:02:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
1:26:00 am,warm & dry,Off,0.007719896,Off,0.021,22.6,51.2,0.005
3:50:00 am,var temp & humid,On,0.006952255,Off,0.018,27,78.7,0.004
6:14:00 am,warm & dry,Off,0.007723084,Off,0.021,22.6,51.1,0.005
8:38:00 am,cold & wet,Off,0.004872844,Off,0.013,19.7,76.1,0.003
11:02:00 am,warm & dry,Off,0.007747396,Off,0.021,22.6,51.2,0.005
1:26:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
3:50:00 pm,var temp & humid,On,0.00709335,Off,0.019,27,78.4,0.004
6:14:00 pm,warm & dry,Off,0.007758775,Off,0.021,22.6,51.2,0.005
8:38:00 pm,warm & dry,Off,0.00772309,Off,0.021,22.6,51.2,0.005
11:02:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
1:26:00 am,warm & dry,Off,0.00772309,Off,0.021,22.6,51.1,0.005
3:50:00 am,var temp & humid,On,0.006916078,Off,0.018,26.9,78,0.004
6:14:00 am,warm & dry,Off,0.007765305,Off,0.021,22.6,51.1,0.005
8:38:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
11:02:00 am,warm & dry,Off,0.007714973,Off,0.021,22.6,51.1,0.005
1:26:00 pm,var temp & humid,On,0.006934138,Off,0.018,26.9,77.8,0.004
3:50:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
6:14:00 pm,warm & dry,Off,0.007747396,Off,0.021,22.6,51.2,0.005
8:38:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
11:02:00 pm,warm & dry,Off,0.007775119,Off,0.021,22.7,51.2,0.005
1:26:00 am,var temp & humid,On,0.006893641,Off,0.018,26.9,77.7,0.004
3:50:00 am,warm & dry,Off,0.00775075,Off,0.021,22.6,51.1,0.005
6:14:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.3,0.003
8:38:00 am,warm & dry,Off,0.007729584,Off,0.021,22.6,51.1,0.005
11:02:00 am,var temp & humid,On,0.006853542,Off,0.018,26.9,77.8,0.004
1:26:00 pm,cold & wet,Off,0.004872844,Off,0.013,19.7,76.3,0.003
3:50:00 pm,warm & dry,Off,0.007755548,Off,0.021,22.6,51.1,0.005
6:14:00 pm,var temp & humid,On,0.006853542,Off,0.018,26.9,77.9,0.004
8:38:00 pm,warm & dry,Off,0.007749028,Off,0.021,22.6,51.1,0.005
11:02:00 pm,var temp & humid,On,0.006893641,Off,0.018,27,77.9,0.004
1:26:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
3:50:00 am,warm & dry,Off,0.007765305,Off,0.021,22.6,51.2,0.005
6:14:00 am,var temp & humid,On,0.006840238,Off,0.018,27,77.8,0.004
8:38:00 am,warm & dry,Off,0.007770204,Off,0.021,22.6,51.1,0.005
11:02:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
1:26:00 pm,var temp & humid,On,0.00690707,Off,0.018,27,77.8,0.004
3:50:00 pm,warm & dry,Off,0.00771335,Off,0.021,22.6,51.1,0.005
6:14:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.3,0.003
8:38:00 pm,var temp & humid,On,0.00690707,Off,0.018,27,77.8,0.004
11:02:00 pm,warm & dry,Off,0.007749028,Off,0.021,22.6,51.1,0.005
1:26:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
3:50:00 am,warm & dry,Off,0.007763669,Off,0.021,22.6,51.1,0.005
6:14:00 am,var temp & humid,On,0.006840238,Off,0.018,26.9,77.7,0.004
8:38:00 am,warm & dry,Off,0.007758775,Off,0.021,22.6,51.2,0.005
11:02:00 am,var temp & humid,On,0.00690707,Off,0.018,27,77.7,0.004
1:26:00 pm,warm & dry,Off,0.007749028,Off,0.021,22.6,51.1,0.005
3:50:00 pm,var temp & humid,On,0.00690707,Off,0.018,27,77.8,0.004
6:14:00 pm,warm & dry,Off,0.007771842,Off,0.021,22.6,51.1,0.005
8:38:00 pm,cold & wet,Off,0.004872844,Off,0.013,19.7,76,0.003
11:02:00 pm,warm & dry,Off,0.007739255,Off,0.021,22.7,51.2,0.005
1:26:00 am,var temp & humid,On,0.006866877,Off,0.018,26.9,77.7,0.004
3:50:00 am,cold & wet,Off,0.004872844,Off,0.013,19.7,76.1,0.003
6:14:00 am,warm & dry,Off,0.007740884,Off,0.021,22.6,51.1,0.005
8:38:00 am,warm & dry,Off,0.007734379,Off,0.021,22.6,51.1,0.005
11:02:00 am,cold & wet,Off,0.004872844,Off,0.013,19.7,76.1,0.003
1:26:00 pm,var temp & humid,On,0.006840238,Off,0.018,26.9,77.6,0.004
3:50:00 pm,warm & dry,Off,0.007757141,Off,0.021,22.7,51.2,0.005
6:14:00 pm,var temp & humid,On,0.006763671,Off,0.018,26.9,77.6,0.004
8:38:00 pm,cold & wet,Off,0.004872844,Off,0.013,19.7,76,0.003
11:02:00 pm,warm & dry,Off,0.007750619,Off,0.021,22.6,51.1,0.005
1:26:00 am,warm & dry,Off,0.007732798,Off,0.021,22.7,51.2,0.005
3:50:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
6:14:00 am,warm & dry,Off,0.007773504,Off,0.021,22.6,51.1,0.005
8:38:00 am,var temp & humid,On,0.006796302,Off,0.018,26.9,77.6,0.004
11:02:00 am,warm & dry,Off,0.007785272,Off,0.021,22.6,51.1,0.005
1:26:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
3:50:00 pm,var temp & humid,On,0.006831423,Off,0.018,26.9,77.6,0.004
6:14:00 pm,warm & dry,Off,0.007757319,Off,0.021,22.6,51.1,0.005
8:38:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
11:02:00 pm,var temp & humid,On,0.00690707,Off,0.018,26.9,77.7,0.004
1:26:00 am,warm & dry,Off,0.007747396,Off,0.021,22.6,51.1,0.005
3:50:00 am,warm & dry,Off,0.007706966,Off,0.021,22.6,51.1,0.005
6:14:00 am,var temp & humid,On,0.006943189,Off,0.018,27,77.8,0.004
8:38:00 am,cold & wet,Off,0.004872844,Off,0.013,19.7,76.1,0.003
11:02:00 am,warm & dry,Off,0.007700542,Off,0.021,22.6,51.1,0.005
1:26:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
3:50:00 pm,var temp & humid,On,0.006943189,Off,0.018,26.9,77.7,0.004
6:14:00 pm,warm & dry,Off,0.007757141,Off,0.021,22.6,51.1,0.005
8:38:00 pm,warm & dry,Off,0.007745765,Off,0.021,22.6,51.1,0.005
11:02:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
1:26:00 am,var temp & humid,On,0.006943189,Off,0.018,26.9,77.7,0.004
3:50:00 am,warm & dry,Off,0.007740884,Off,0.021,22.6,51.1,0.005
6:14:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
8:38:00 am,var temp & humid,On,0.006934138,Off,0.018,26.9,77.8,0.004
